,日期,市場,產品,上價,中價,下價,平均價(元/公斤),平均價_跟前一交易日比較%,交易量(公斤),交易量_跟前一交易日比較%
4490,104/06/13,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,37.4,22.7,14.1,23.9, +  6,49858, + 32
4491,104/06/14,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,40,23.9,13.7,25.1, +  5,65504, + 31
4492,104/06/16,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,39.5,24.5,15.9,25.8, +  3,65298, -  0
4493,104/06/17,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,41.9,23.8,14.8,25.6, -  1,48332, - 26
4494,104/06/18,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,38.1,22.1,12.6,23.4, -  9,52072, +  8
4495,104/06/19,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,39.8,24.3,13.3,25.2, +  8,51078, -  2
4496,104/06/20,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,34.8,21.3,10.4,21.8, - 13,52873, +  4
4497,104/06/23,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,41.2,23.5,12.7,24.9, + 14,42244, - 20
4498,104/06/24,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,36.1,20.8,10.4,21.8, - 12,40460, -  4
4499,104/06/25,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,39.8,20.9,12.3,23, +  6,29801, - 26
4500,104/06/26,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,40.5,20.2,11.3,22.5, -  2,36380, + 22
4501,104/06/27,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,41.4,19.6,9.2,21.9, -  3,40063, + 10
4502,104/06/28,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,42.8,20.2,7.7,22.2, +  1,50957, + 27
4503,104/06/30,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,42.2,20.3,10.2,22.6, +  2,52953, +  4
4504,104/07/01,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,37.3,19.1,10.7,21.1, -  7,39311, - 26
4505,104/07/02,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,36.8,18.2,8.4,20, -  5,35802, -  9
4506,104/07/03,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,35.9,16.8,8.4,18.9, -  6,45650, + 28
4507,104/07/04,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,32.5,16.1,7.9,17.7, -  6,58594, + 28
4508,104/07/05,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,25.9,13.4,6.6,14.5, - 18,56804, -  3
4509,104/07/07,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,26.5,14.8,7.8,15.7, +  8,66215, + 17
4510,104/07/08,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,23.9,13.5,7.7,14.4, -  8,56078, - 15
4511,104/07/09,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,24.8,14.3,8.1,15.2, +  6,40745, - 27
4512,104/07/10,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,22.9,12.8,7.3,13.7, - 10,44910, + 10
4513,104/07/11,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,23,13.8,7.7,14.4, +  5,39810, - 11
4514,104/07/12,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,23,14,8.2,14.6, +  1,44590, + 12
4515,104/07/14,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,26.1,13.9,8.1,15.2, +  4,56497, + 27
4516,104/07/15,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,27.9,15.7,8.2,16.6, +  9,55805, -  1
4517,104/07/16,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,27.9,15.9,8.4,16.8, +  1,42163, - 24
4518,104/07/17,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,26.8,15,8.6,16.1, -  4,28575, - 32
4519,104/07/18,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,32.3,19.8,9.9,20.4, + 27,26425, -  8
4520,104/07/19,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,36.8,22.1,11.3,22.9, + 12,21561, - 18
4521,104/07/21,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,38.2,21.5,10.8,22.7, -  1,24239, + 12
4522,104/07/22,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,39.5,22,11.1,23.3, +  3,19895, - 18
4523,104/07/23,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,41,20.3,8.6,22.1, -  5,17939, - 10
4524,104/07/24,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,44.9,25.9,13.8,27.3, + 24,13233, - 26
4525,104/07/25,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,42.5,24.7,13.9,26.1, -  4,17615, + 33
4526,104/07/26,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,40.4,24.7,14.1,25.7, -  2,16129, -  8
4527,104/07/28,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,42.6,27,16.3,28, +  9,21175, + 31
4528,104/07/29,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,43.1,26.8,14.8,27.7, -  1,15818, - 25
4529,104/07/30,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,43.8,28.3,15.4,28.9, +  4,15110, -  4
4530,104/07/31,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,45.9,34.5,20.9,34.1, + 18,7052, - 53
4531,104/08/01,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,51.4,37.7,20.1,36.9, +  8,8414, + 19
4532,104/08/02,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,49,37.2,22.1,36.5, -  1,13174, + 57
4533,104/08/04,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,41.4,31.7,19.7,31.2, - 15,19552, + 48
4534,104/08/05,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,38.8,29.3,18.2,29, -  7,13674, - 30
4535,104/08/06,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,41.8,31.6,19.1,31.1, +  7,10094, - 26
4536,104/08/07,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,39.6,30.4,17.6,29.7, -  5,12199, + 21
4537,104/08/08,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,43,29.3,12.4,28.6, -  4,7428, - 39
4538,104/08/09,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,42.3,31.7,18.4,31.2, +  9,4139, - 44
4539,104/08/11,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,40.2,28.9,14,28.2, - 10,18891,356
4540,104/08/12,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,38.4,27.6,14.6,27.2, -  4,17127, -  9
4541,104/08/13,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,38.5,26.4,14.2,26.4, -  3,20955, + 22
4542,104/08/14,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,37.9,26.8,14.5,26.6, +  1,17044, - 19
4543,104/08/15,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,34.5,24.7,13.2,24.4, -  8,18459, +  8
4544,104/08/16,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,36.1,25.5,13,25.1, +  3,13603, - 26
4545,104/08/18,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,37,27.2,14.9,26.7, +  6,15371, + 13
4546,104/08/19,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,37.5,28.2,12.9,27, +  1,11875, - 23
4547,104/08/20,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,44.7,33.2,14.2,31.7, + 17,9450, - 20
4548,104/08/21,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,43.3,34.7,17.5,33, +  4,14153, + 50
4549,104/08/22,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,43.2,37,18.5,34.5, +  5,14736, +  4
4550,104/08/23,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,43.9,37,24.8,35.9, +  4,12558, - 15
4551,104/08/25,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,40.9,30.5,20.4,30.5, - 15,25397,102
4552,104/08/26,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,39.8,28.2,17.9,28.5, -  7,20305, - 20
4553,104/08/27,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,44.3,31.7,19.8,31.8, + 12,12416, - 39
4554,104/08/28,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,43.3,29.2,17.8,29.8, -  6,19558, + 58
4555,104/09/01,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,41.7,27.8,14.7,27.9, -  6,23998, + 23
4556,104/09/02,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,39.9,26.5,15,26.9, -  4,19737, - 18
4557,104/09/03,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,44.9,29.4,19.1,30.5, + 13,13038, - 34
4558,104/09/04,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,38.9,25.1,17.8,26.4, - 13,18181, + 39
4559,104/09/05,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,38.3,23.9,16.3,25.2, -  5,20647, + 14
4560,104/09/06,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,38.9,23.8,14.4,25, -  1,19865, -  4
4561,104/09/08,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,37.4,24.1,16,25.1, +  0,28378, + 43
4562,104/09/09,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,39.5,24.5,16.2,25.8, +  3,14934, - 47
4563,104/09/10,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,43.6,28.4,18,29.3, + 14,12909, - 14
4564,104/09/11,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,41.9,29.1,15.3,28.9, -  1,15940, + 23
4565,104/09/12,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,46,29.4,16.6,30.2, +  4,23125, + 45
4566,104/09/13,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,46.7,33.9,22.2,34.1, + 13,18756, - 19
4567,104/09/15,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,48.1,35.4,22.6,35.4, +  4,16921, - 10
4568,104/09/16,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,47.4,34.9,20.3,34.5, -  3,11909, - 30
4569,104/09/17,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,51,40.7,30.1,40.6, + 18,10078, - 15
4570,104/09/18,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,50.8,42.1,30.8,41.6, +  2,8880, - 12
4571,104/09/19,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,51.9,42.6,22.9,40.5, -  3,12701, + 43
4572,104/09/20,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,51.2,43.9,31.9,43, +  6,11471, - 10
4573,104/09/22,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,48,38.1,25.2,37.5, - 13,20869, + 82
4574,104/09/23,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,47,36.9,25.2,36.6, -  2,12702, - 39
4575,104/09/24,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,49.7,37.8,26.1,37.8, +  3,12273, -  3
4576,104/09/25,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,46.1,33,18.8,32.8, - 13,16391, + 34
4577,104/09/26,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,45.8,31.1,15.3,30.9, -  6,22839, + 39
4578,104/09/27,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,45.1,31.9,16,31.4, +  2,12413, - 46
4579,104/09/30,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,54,39.9,25,39.8, + 27,3771, - 70
4580,104/10/01,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,50.7,37.4,21.5,36.9, -  7,9789,160
4581,104/10/02,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,46.6,34.3,18.1,33.5, -  9,11335, + 16
4582,104/10/03,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,45.1,32.3,17.7,31.9, -  5,17565, + 55
4583,104/10/04,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,42.3,31,17.2,30.5, -  4,16482, -  6
4584,104/10/06,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,42.7,28.6,16.3,28.9, -  5,22510, + 37
4585,104/10/07,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,41.5,28.4,17.3,28.8, -  0,12645, - 44
4586,104/10/08,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,41.2,28.7,15.1,28.5, -  1,10542, - 17
4587,104/10/09,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,43.3,30,14.4,29.5, +  4,11605, + 10
4588,104/10/10,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,45.5,35,16,33.3, + 13,9822, - 15
4589,104/10/11,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,48.8,32.4,15.7,32.3, -  3,16368, + 67
4590,104/10/13,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,45.7,31.2,16.1,31.1, -  4,17021, +  4
4591,104/10/14,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,46,32.3,14.3,31.5, +  1,7831, - 54
4592,104/10/15,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,48.3,33.5,18.1,33.4, +  6,5856, - 25
4593,104/10/16,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,48.9,36.5,21.6,36, +  8,7757, + 32
4594,104/10/17,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,44.6,34.7,20,33.8, -  6,18026,132
4595,104/10/18,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,46.2,32.6,17.6,32.3, -  4,8092, - 55
4596,104/10/20,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,42,28.6,15,28.6, - 11,22605,179
4597,104/10/21,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,40.2,26.1,13.2,26.3, -  8,15163, - 33
4598,104/10/22,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,46.4,28.3,12.6,28.8, + 10,7399, - 51
4599,104/10/23,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,39.1,23.4,11.6,24.2, - 16,11724, + 58
4600,104/10/24,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,45.2,26.4,10.4,27, + 12,15971, + 36
4601,104/10/25,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,42.5,27.4,13.2,27.5, +  2,22840, + 43
4602,104/10/27,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,37.8,23.1,11.2,23.7, - 14,26548, + 16
4603,104/10/28,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,34.8,19.9,10.3,21, - 11,17513, - 34
4604,104/10/29,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,34.3,20.4,12.1,21.5, +  2,13186, - 25
4605,104/10/30,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,30,17.8,11.3,18.9, - 12,14227, +  8
4606,104/10/31,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,40.2,22.7,13.1,24.3, + 29,10730, - 25
4607,104/11/01,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,38.5,20.1,11.1,22, -  9,11272, +  5
4608,104/11/03,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,38.1,20.9,10.8,22.3, +  1,14315, + 27
4609,104/11/04,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,41.4,26.2,14.8,26.9, + 21,7532, - 47
4610,104/11/05,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,42.8,26.2,13,26.9,0,9199, + 22
4611,104/11/06,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,41.5,28.5,15.4,28.5, +  6,7201, - 22
4612,104/11/07,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,41.2,25.6,14.7,26.5, -  7,6161, - 14
4613,104/11/08,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,48.7,29.8,14.4,30.5, + 15,7562, + 23
4614,104/11/10,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,53.6,33.7,18.3,34.6, + 13,12557, + 66
4615,104/11/11,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,49.2,34.5,18.7,34.3, -  1,14775, + 18
4616,104/11/12,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,46.2,34.6,19.3,33.9, -  1,9409, - 36
4617,104/11/13,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,52.4,33.8,15.8,33.9,0,5853, - 38
4618,104/11/14,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,60.6,44.1,20.7,42.7, + 26,5616, -  4
4619,104/11/15,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,51,39.4,24.8,38.8, -  9,9477, + 69
4620,104/11/17,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,46.6,36,21.8,35.3, -  9,11629, + 23
4621,104/11/18,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,43.8,32,17.6,31.5, - 11,10898, -  6
4622,104/11/19,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,45,35.3,22.4,34.7, + 10,7570, - 31
4623,104/11/20,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,40.3,34,20.4,32.5, -  6,11119, + 47
4624,104/11/21,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,38.8,32.2,21.2,31.3, -  4,9462, - 15
4625,104/11/22,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,39.5,29.5,20,29.6, -  5,9043, -  4
4626,104/11/24,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,44.6,35.4,21.1,34.4, + 16,13801, + 53
4627,104/11/25,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,41.7,33.6,21.5,32.8, -  5,14564, +  6
4628,104/11/26,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,40.7,33.5,21.6,32.5, -  1,12484, - 14
4629,104/11/27,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,38.4,32.2,24.1,31.8, -  2,7480, - 40
4630,104/11/28,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,40.7,30.2,19.1,30.1, -  5,8224, + 10
4631,104/11/29,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,37.8,30.6,21.7,30.3, +  1,9435, + 15
4632,104/12/01,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,38,30,20.9,29.8, -  2,12380, + 31
4633,104/12/02,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,37.5,30.1,21,29.8,0,8954, - 28
4634,104/12/03,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,34.2,28.6,21.8,28.3, -  5,10244, + 14
4635,104/12/04,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,31.7,24.7,17.3,24.6, - 13,9033, - 12
4636,104/12/05,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,30.4,24.1,18,24.1, -  2,6487, - 28
4637,104/12/06,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,29.8,23.1,15.9,23, -  5,7294, + 12
4638,104/12/08,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,39.6,29.3,17.6,29, + 26,6836, -  6
4639,104/12/09,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,37.7,31.6,18.2,30.1, +  4,9330, + 36
4640,104/12/10,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,42.8,32.9,22.8,32.9, +  9,9093, -  3
4641,104/12/11,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,46,32.7,22,33.2, +  1,8698, -  4
4642,104/12/12,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,52.2,40.7,24.9,39.8, + 20,6239, - 28
4643,104/12/13,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,48.8,38.4,27.1,38.2, -  4,5044, - 19
4644,104/12/15,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,43.6,35.6,22.6,34.6, -  9,13241,163
4645,104/12/16,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,39.3,32.9,22.5,32.1, -  7,8473, - 36
4646,104/12/17,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,40.4,32.3,18.2,31.1, -  3,5248, - 38
4647,104/12/18,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,40,33.4,17.7,31.6, +  2,5812, + 11
4648,104/12/19,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,38.7,32.6,16.9,30.7, -  3,9386, + 61
4649,104/12/20,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,36.7,31.5,21.6,30.6, -  0,5201, - 45
4650,104/12/22,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,42.8,32.6,15.1,31.2, +  2,6334, + 22
4651,104/12/23,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,45.7,36.3,20.3,35, + 12,8276, + 31
4652,104/12/24,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,41.3,32.7,21.3,32.1, -  8,15376, + 86
4653,104/12/25,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,43.6,35.1,20.7,33.9, +  6,8147, - 47
4654,104/12/26,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,39.9,33.5,19.8,32, -  6,8565, +  5
4655,104/12/27,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,40,29.5,10,27.7, - 13,6176, - 28
4656,104/12/29,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,40.9,30.9,20.5,30.8, + 11,9495, + 54
4657,104/12/30,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,39.8,28.7,15.3,28.2, -  8,7730, - 19
4658,104/12/31,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,39.3,30.3,17.8,29.6, +  5,6186, - 20
4659,105/01/01,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,40.4,28.2,14.8,27.9, -  6,5975, -  3
4660,105/01/02,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,44.7,37.7,19.9,35.6, + 28,4685, - 22
4661,105/01/03,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,43.2,35.9,19.5,34.1, -  4,5128, +  9
4662,105/01/05,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,44.8,36.3,22.9,35.3, +  4,7321, + 43
4663,105/01/06,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,42.4,34.9,23.2,34, -  4,8790, + 20
4664,105/01/07,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,41.8,35.5,22.4,34.2, +  1,5922, - 33
4665,105/01/08,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,42.7,34.5,20.5,33.4, -  2,11575, + 95
4666,105/01/09,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,40.3,32.1,21.3,31.6, -  5,14924, + 29
4667,105/01/10,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,37.7,28.2,20.4,28.5, - 10,11143, - 25
4668,105/01/12,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,33.5,28.8,21.9,28.3, -  1,9630, - 14
4669,105/01/13,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,32.7,28.4,22.8,28.1, -  1,5350, - 44
4670,105/01/14,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,31.9,26.3,20.6,26.3, -  6,6957, + 30
4671,105/01/15,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,31,26,20.2,25.8, -  2,6623, -  5
4672,105/01/16,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,29.1,24.6,19.4,24.4, -  5,7909, + 19
4673,105/01/17,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,33.9,26.4,22.2,27, + 11,3624, - 54
4674,105/01/19,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,30.2,26,18.1,25.3, -  6,8698,140
4675,105/01/20,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,28.9,24,16.4,23.4, -  8,9436, +  8
4676,105/01/21,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,28.2,23.2,15.4,22.6, -  3,8414, - 11
4677,105/01/22,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,29.1,22.2,15.9,22.3, -  1,19113,127
4678,105/01/23,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,27.4,19.9,10.3,19.5, - 13,21384, + 12
4679,105/01/24,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,20.2,14.6,7.1,14.2, - 27,11938, - 44
4680,105/01/26,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,27,25.6,20.3,24.8, + 75,2259, - 81
4681,105/01/27,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,24.1,20.5,15,20.1, - 19,9134,304
4682,105/01/28,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,20.9,19.2,15,18.7, -  7,9277, +  2
4683,105/01/29,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,22.1,16.3,11.1,16.4, - 12,7048, - 24
4684,105/01/30,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,25,16.3,9.7,16.7, +  2,8499, + 21
4685,105/01/31,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,27.1,16.7,11.2,17.7, +  6,8360, -  2
4686,105/02/01,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,25.1,16.8,11.9,17.5, -  1,12910, + 54
4687,105/02/02,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,24.1,17.1,11.4,17.4, -  1,12650, -  2
4688,105/02/03,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,23.4,15.6,8.8,15.8, -  9,22228, + 76
4689,105/02/04,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,26.6,16,7.3,16.4, +  4,30098, + 35
4690,105/02/05,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,25.2,16,9.4,16.5, +  1,27439, -  9
4691,105/02/06,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,28.1,16.5,9.4,17.4, +  5,25426, -  7
4692,105/02/07,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,37.5,26.1,14,26, + 49,7005, - 72
4693,105/02/13,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,25.8,16.7,9.4,17.1, - 34,39190,459
4694,105/02/14,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,28.7,17.4,10.2,18.2, +  6,37266, -  5
4695,105/02/17,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,29.2,18.3,9.4,18.7, +  3,28189, - 24
4696,105/02/18,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,30.2,17.8,11.7,19.1, +  2,21789, - 23
4697,105/02/19,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,29,20.1,13.7,20.6, +  8,18573, - 15
4698,105/02/20,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,30.5,20,13.2,20.7, +  0,29481, + 59
4699,105/02/21,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,25.5,17.2,12.7,18, - 13,44090, + 50
4700,105/02/25,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,25.7,17.3,7.8,17.1, -  5,30270, - 31
4701,105/02/26,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,25.6,16.9,9.7,17.2, +  1,15977, - 47
4702,105/02/27,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,26.3,15.9,10.1,16.8, -  2,21391, + 34
4703,105/02/28,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,26.3,16.1,9.8,16.9, +  1,16718, - 22
4704,105/03/01,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,31,19.4,10.5,20, + 18,16937, +  1
4705,105/03/02,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,29.4,18.6,12.4,19.5, -  3,16335, -  4
4706,105/03/03,109 台北一  ,B2 鳳梨 金鑽鳳梨 ,30.8,19.4,12.7,20.3, +  4,20065, + 23
