,日期,市場,產品,上價,中價,下價,平均價(元/公斤),平均價_跟前一交易日比較%,交易量(公斤),交易量_跟前一交易日比較%
3638,101/07/14,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,31.1,12.3,7.2,15.0, +  6,"4,977", + 11
3639,101/07/15,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,39.8,14.7,8.6,18.5, + 23,"3,592", - 28
3640,101/07/17,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,36.4,14.8,9.5,18.1, -  2,"8,076", +125
3641,101/07/18,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,32.9,15.4,9.5,17.7, -  2,"8,750", +  8
3642,101/07/19,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,29.2,13.0,9.1,15.5, - 12,"6,289", - 28
3643,101/07/20,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,29.5,14.2,9.7,16.4, +  6,"2,590", - 59
3644,101/07/21,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,36.9,17.1,11.5,20.0, + 22,"2,362", -  9
3645,101/07/22,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,37.0,13.3,8.8,17.2, - 14,"3,756", + 59
3646,101/07/24,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,38.5,16.2,10.7,19.6, + 14,"4,825", + 28
3647,101/07/25,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,34.4,13.1,9.1,16.6, - 15,"6,941", + 44
3648,101/07/26,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,26.9,11.7,8.0,14.0, - 16,"4,882", - 30
3649,101/07/27,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,32.3,11.8,8.5,15.2, +  9,"4,154", - 15
3650,101/07/28,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,35.1,14.2,8.6,17.2, + 13,"4,740", + 14
3651,101/07/29,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,33.9,15.5,8.7,17.9, +  4,"4,273", - 10
3652,101/07/31,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,32.0,13.7,8.1,16.2, -  9,"9,266", +117
3653,101/08/01,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,35.5,15.3,9.4,18.2, + 12,"6,804", - 27
3654,101/08/02,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,39.3,11.2,6.4,15.9, - 13,"4,081", - 40
3655,101/08/03,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,29.3,15.2,11.2,17.2, +  8,"1,089", - 73
3656,101/08/04,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,32.0,18.4,10.7,19.5, + 13,"3,744", +244
3657,101/08/05,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,38.9,15.8,10.1,19.3, -  1,"6,062", + 62
3658,101/08/07,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,32.7,11.9,6.6,15.0, - 22,"8,933", + 47
3659,101/08/08,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,31.5,13.5,9.4,16.3, +  9,"5,283", - 41
3660,101/08/09,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,26.7,14.1,8.6,15.5, -  5,"4,207", - 20
3661,101/08/10,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,49.2,16.4,9.3,21.6, + 39,"3,345", - 20
3662,101/08/11,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,42.9,14.9,8.6,19.2, - 11,"5,127", + 53
3663,101/08/12,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,39.3,17.5,12.6,20.9, +  9,"3,801", - 26
3664,101/08/14,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,40.5,18.0,11.4,21.2, +  1,"6,194", + 63
3665,101/08/15,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,39.1,18.1,12.7,21.2,    0,"6,675", +  8
3666,101/08/16,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,39.4,17.2,9.8,20.1, -  5,"7,344", + 10
3667,101/08/17,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,37.9,14.0,9.3,17.9, - 11,"5,387", - 27
3668,101/08/18,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,43.7,18.4,12.9,22.4, + 25,"2,847", - 47
3669,101/08/19,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,45.0,19.8,15.4,23.9, +  7,"2,782", -  2
3670,101/08/21,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,45.0,19.4,14.4,23.5, -  2,"6,265", +125
3671,101/08/22,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,44.2,19.8,14.2,23.6, +  0,"6,649", +  6
3672,101/08/23,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,51.7,22.6,15.0,26.9, + 14,"5,726", - 14
3673,101/08/24,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,44.9,16.8,12.0,21.5, - 20,"5,241", -  8
3674,101/08/25,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,33.0,16.3,14.6,19.3, - 10,"2,687", - 49
3675,101/08/26,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,46.4,22.9,16.4,26.3, + 36,"2,696", +  0
3676,101/08/28,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,50.5,20.9,12.2,25.1, -  5,"8,119", +201
3677,101/08/29,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,39.8,18.3,14.1,21.8, - 13,"4,297", - 47
3678,101/08/30,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,53.6,22.5,15.0,27.2, + 25,"6,177", + 44
3679,101/08/31,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,47.0,23.5,13.8,26.3, -  3,"4,611", - 25
3680,101/09/01,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,34.5,24.8,20.5,25.9, -  2,"3,050", - 34
3681,101/09/02,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,44.7,27.8,20.8,29.8, + 15,"1,286", - 58
3682,101/09/05,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,44.9,21.2,13.2,24.4, - 18,"8,221", +539
3683,101/09/06,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,42.0,19.4,13.5,22.8, -  7,"5,244", - 36
3684,101/09/07,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,42.7,17.6,12.1,21.5, -  6,"3,003", - 43
3685,101/09/08,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,43.1,22.3,15.8,25.1, + 17,"4,648", + 55
3686,101/09/09,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,41.5,23.4,17.7,25.9, +  3,"3,301", - 29
3687,101/09/11,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,42.5,20.3,13.9,23.5, -  9,"7,619", +131
3688,101/09/12,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,49.3,21.4,16.6,26.0, + 11,"5,189", - 32
3689,101/09/13,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,41.4,22.0,15.4,24.6, -  5,"4,036", - 22
3690,101/09/14,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,46.0,22.7,17.1,26.3, +  7,"6,204", + 54
3691,101/09/15,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,38.9,19.5,13.1,22.1, - 16,"7,377", + 19
3692,101/09/16,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,35.2,19.3,13.6,21.4, -  3,"4,707", - 36
3693,101/09/18,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,39.3,23.4,17.0,25.3, + 18,"4,761", +  1
3694,101/09/19,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,39.7,21.9,16.4,24.4, -  4,"3,776", - 21
3695,101/09/20,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,48.4,21.0,13.1,24.9, +  2,"3,727", -  1
3696,101/09/21,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,47.4,24.2,17.4,27.5, + 10,"3,519", -  6
3697,101/09/22,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,39.6,22.5,17.8,25.0, -  9,"5,200", + 48
3698,101/09/23,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,35.4,21.4,17.0,23.3, -  7,"4,085", - 21
3699,101/09/25,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,33.9,22.4,16.8,23.6, +  1,"6,673", + 63
3700,101/09/26,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,40.6,23.8,16.7,25.7, +  9,"5,516", - 17
3701,101/09/27,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,34.3,20.6,14.8,22.2, - 14,"4,688", - 15
3702,101/09/28,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,38.1,22.0,13.6,23.6, +  6,"5,647", + 20
3703,101/09/29,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,35.0,19.2,12.0,20.9, - 11,"6,341", + 12
3704,101/09/30,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,40.1,20.2,13.5,22.9, + 10,"3,170", - 50
3705,101/10/03,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,44.6,25.1,16.2,27.2, + 19,"5,960", + 88
3706,101/10/04,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,38.4,23.0,17.9,25.0, -  8,"5,114", - 14
3707,101/10/05,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,40.3,21.4,15.7,24.1, -  4,"4,672", -  9
3708,101/10/06,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,39.0,21.0,14.3,23.2, -  4,"6,367", + 36
3709,101/10/07,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,41.0,22.1,14.3,24.3, +  5,"4,483", - 30
3710,101/10/09,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,38.9,21.5,13.3,23.3, -  4,"7,547", + 68
3711,101/10/10,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,39.4,20.5,13.0,22.8, -  2,"4,732", - 37
3712,101/10/11,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,39.2,21.6,15.6,23.9, +  5,"3,378", - 29
3713,101/10/12,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,40.8,21.1,15.6,23.9,    0,"4,584", + 36
3714,101/10/13,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,46.8,26.8,15.8,28.6, + 20,"5,625", + 23
3715,101/10/14,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,46.0,25.7,17.8,28.2, -  1,"4,107", - 27
3716,101/10/16,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,49.5,25.0,16.5,28.2,    0,"4,806", + 17
3717,101/10/17,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,55.9,28.9,19.1,32.3, + 15,"2,910", - 39
3718,101/10/18,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,42.5,25.3,18.5,27.4, - 15,"4,135", + 42
3719,101/10/19,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,44.2,23.3,17.3,26.3, -  4,"4,261", +  3
3720,101/10/20,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,47.0,26.3,16.9,28.6, +  9,"5,024", + 18
3721,101/10/21,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,48.7,28.3,18.3,30.4, +  6,"3,683", - 27
3722,101/10/23,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,46.6,26.9,18.7,29.2, -  4,"4,696", + 28
3723,101/10/24,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,44.2,23.8,17.2,26.6, -  9,"3,049", - 35
3724,101/10/25,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,53.6,26.4,19.5,30.5, + 15,"3,558", + 17
3725,101/10/26,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,56.5,31.6,20.4,34.4, + 13,"2,940", - 17
3726,101/10/27,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,52.3,30.4,17.3,32.2, -  6,"4,519", + 54
3727,101/10/28,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,56.9,30.0,19.0,33.2, +  3,"3,573", - 21
3728,101/10/30,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,57.3,31.0,19.1,33.9, +  2,"4,340", + 21
3729,101/10/31,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,50.6,30.2,18.4,31.9, -  6,"2,560", - 41
3730,101/11/01,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,51.5,25.5,17.4,29.1, -  9,"2,806", + 10
3731,101/11/02,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,58.9,30.8,19.3,34.1, + 17,"3,770", + 34
3732,101/11/03,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,48.3,27.0,19.7,29.8, - 13,"5,595", + 48
3733,101/11/04,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,52.4,25.3,17.1,29.1, -  2,"3,564", - 36
3734,101/11/06,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,51.4,27.5,18.1,30.4, +  4,"4,767", + 34
3735,101/11/07,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,50.8,24.7,18.6,28.7, -  6,"3,409", - 28
3736,101/11/08,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,45.7,25.0,17.7,27.7, -  3,"2,386", - 30
3737,101/11/09,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,59.2,25.8,16.3,30.6, + 10,"2,775", + 16
3738,101/11/10,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,54.3,28.0,16.7,31.0, +  1,"3,722", + 34
3739,101/11/11,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,57.1,29.9,18.6,33.1, +  7,"3,146", - 15
3740,101/11/13,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,56.3,29.5,17.9,32.5, -  2,"4,032", + 28
3741,101/11/14,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,61.5,31.0,19.2,34.7, +  7,"3,123", - 23
3742,101/11/15,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,66.7,30.5,20.7,35.8, +  3,"1,998", - 36
3743,101/11/16,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,59.0,26.6,19.3,31.6, - 12,"2,354", + 18
3744,101/11/17,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,55.8,25.7,16.9,30.0, -  5,"4,564", + 94
3745,101/11/18,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,76.5,27.3,17.4,35.2, + 17,"2,048", - 55
3746,101/11/20,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,63.6,27.3,17.6,32.6, -  7,"4,242", +107
3747,101/11/21,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,54.5,27.7,18.6,31.2, -  4,"4,058", -  4
3748,101/11/22,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,48.6,23.1,15.6,26.7, - 14,"2,276", - 44
3749,101/11/23,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,60.6,27.4,17.4,32.0, + 20,"2,798", + 23
3750,101/11/24,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,51.8,21.6,13.4,26.0, - 19,"4,467", + 60
3751,101/11/25,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,60.0,26.4,16.0,31.0, + 19,"3,087", - 31
3752,101/11/27,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,54.8,26.8,15.6,30.2, -  3,"6,078", + 97
3753,101/11/28,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,67.8,27.2,17.5,33.4, + 11,"1,686", - 72
3754,101/11/29,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,70.6,30.0,20.3,36.2, +  8,"1,851", + 10
3755,101/11/30,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,65.6,27.7,19.7,33.7, -  7,"1,673", - 10
3756,101/12/01,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,50.2,23.3,16.2,27.2, - 19,"3,610", +116
3757,101/12/02,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,68.6,24.6,17.2,31.9, + 17,"2,396", - 34
3758,101/12/04,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,54.3,25.7,19.1,30.1, -  6,"3,716", + 55
3759,101/12/05,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,59.7,24.4,16.1,29.8, -  1,"4,036", +  9
3760,101/12/06,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,71.5,27.8,16.8,34.4, + 15,"2,015", - 50
3761,101/12/07,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,74.6,33.2,19.5,38.7, + 13,"2,108", +  5
3762,101/12/08,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,60.0,29.3,19.1,33.4, - 14,"4,105", + 95
3763,101/12/09,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,48.1,23.8,16.7,27.2, - 19,"3,287", - 20
3764,101/12/11,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,49.1,24.6,16.3,27.8, +  2,"4,804", + 46
3765,101/12/12,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,54.0,26.6,17.6,30.3, +  9,"5,433", + 13
3766,101/12/13,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,46.9,25.8,16.1,28.1, -  7,"4,553", - 16
3767,101/12/14,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,42.6,22.0,15.3,24.8, - 12,"3,589", - 21
3768,101/12/15,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,55.1,23.7,15.1,28.3, + 14,"2,489", - 31
3769,101/12/16,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,53.1,27.9,17.1,30.7, +  8,"1,867", - 25
3770,101/12/18,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,48.2,25.4,18.3,28.6, -  7,"4,345", +133
3771,101/12/19,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,51.6,26.6,17.9,29.8, +  4,"2,970", - 32
3772,101/12/20,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,48.7,24.4,16.9,27.8, -  7,"2,203", - 26
3773,101/12/21,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,49.5,31.2,19.1,32.5, + 17,"2,528", + 15
3774,101/12/22,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,50.8,26.5,18.3,29.7, -  9,"2,745", +  9
3775,101/12/23,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,54.3,27.9,20.8,31.8, +  7,"2,251", - 18
3776,101/12/25,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,63.7,30.5,20.2,35.1, + 10,"3,684", + 64
3777,101/12/26,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,59.9,32.7,17.5,35.1,    0,"3,582", -  3
3778,101/12/27,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,48.2,28.9,20.1,31.0, - 12,"2,638", - 26
3779,101/12/28,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,59.2,31.5,19.5,34.6, + 12,"2,239", - 15
3780,101/12/29,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,59.3,28.5,19.0,32.8, -  5,"2,777", + 24
3781,101/12/30,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,56.1,28.0,16.4,31.3, -  5,"2,301", - 17
3782,102/01/01,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,41.3,27.0,22.3,28.9, -  8,"1,226", - 47
3783,102/01/02,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,53.5,31.4,19.8,33.5, + 16,"1,429", + 17
3784,102/01/03,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,58.3,29.3,20.5,33.4, -  0,"2,405", + 68
3785,102/01/04,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,62.3,23.3,15.6,29.6, - 11,"2,551", +  6
3786,102/01/05,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,56.0,29.2,16.0,31.9, +  8,"3,670", + 44
3787,102/01/06,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,52.4,29.8,18.1,32.0, +  0,"2,181", - 41
3788,102/01/08,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,51.5,28.4,18.8,31.1, -  3,"3,974", + 82
3789,102/01/09,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,44.7,23.5,16.3,26.3, - 15,"3,432", - 14
3790,102/01/10,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,50.8,28.0,19.2,30.8, + 17,"2,195", - 36
3791,102/01/11,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,59.6,27.8,17.9,32.2, +  5,"1,791", - 18
3792,102/01/12,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,56.1,28.4,14.1,31.1, -  3,"2,825", + 58
3793,102/01/13,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,50.3,25.9,15.9,28.8, -  7,"2,619", -  7
3794,102/01/15,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,58.2,26.6,17.9,31.2, +  8,"2,724", +  4
3795,102/01/16,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,59.1,27.3,17.6,31.7, +  2,"2,354", - 14
3796,102/01/17,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,49.0,26.4,17.4,29.1, -  8,"2,475", +  5
3797,102/01/18,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,56.2,28.5,17.3,31.8, +  9,"2,320", -  6
3798,102/01/19,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,52.1,30.6,18.1,32.4, +  2,"1,414", - 39
3799,102/01/20,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,48.4,29.5,21.4,31.7, -  2,"1,614", + 14
3800,102/01/22,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,50.1,27.8,15.6,29.8, -  6,"3,378", +109
3801,102/01/23,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,48.5,26.9,16.0,29.0, -  3,"2,944", - 13
3802,102/01/24,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,45.5,26.7,17.9,28.7, -  1,"2,769", -  6
3803,102/01/25,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,53.2,24.7,16.3,28.7,    0,"3,159", + 14
3804,102/01/26,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,54.4,29.5,15.2,31.6, + 10,"2,299", - 27
3805,102/01/27,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,50.6,29.7,15.2,31.0, -  2,"2,045", - 11
3806,102/01/29,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,45.7,24.6,16.2,27.2, - 12,"2,878", + 41
3807,102/01/30,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,51.0,28.7,15.4,30.5, + 12,"2,606", -  9
3808,102/01/31,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,41.8,24.7,15.6,26.3, - 14,"3,552", + 36
3809,102/02/01,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,44.9,26.8,12.8,27.6, +  5,"2,625", - 26
3810,102/02/02,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,36.2,20.8,10.6,21.9, - 21,"2,815", +  7
3811,102/02/03,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,35.6,13.8,7.8,17.0, - 22,"2,916", +  4
3812,102/02/05,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,38.0,17.6,9.4,20.0, + 18,"4,674", + 60
3813,102/02/06,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,53.9,26.2,10.3,28.6, + 43,"2,478", - 47
3814,102/02/07,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,59.5,25.2,8.2,28.7, +  0,"2,517", +  2
3815,102/02/08,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,61.1,34.8,17.1,36.5, + 27,"2,007", - 20
3816,102/02/09,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,75.5,39.7,18.9,42.7, + 17,"1,236", - 38
3817,102/02/15,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,69.9,32.8,18.5,37.4, - 12,"2,613", +111
3818,102/02/16,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,59.6,29.6,16.0,32.9, - 12,"4,160", + 59
3819,102/02/17,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,50.6,27.3,16.6,29.8, -  9,"2,399", - 42
3820,102/02/19,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,49.8,30.7,21.9,32.8, + 10,"3,057", + 27
3821,102/02/20,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,64.4,30.4,20.0,35.2, +  7,"2,777", -  9
3822,102/02/21,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,55.9,28.3,17.8,31.7, - 10,"3,175", + 14
3823,102/02/22,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,50.3,29.0,14.5,30.3, -  4,"4,451", + 40
3824,102/02/23,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,43.6,29.4,13.0,28.9, -  5,"3,222", - 28
3825,102/02/24,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,42.3,27.3,17.4,28.3, -  2,"2,525", - 22
3826,102/02/27,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,45.5,25.2,12.7,26.7, -  6,"4,188", + 66
3827,102/02/28,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,51.0,29.4,16.1,31.1, + 16,"2,646", - 37
3828,102/03/01,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,49.5,31.6,15.5,31.9, +  3,"2,436", -  8
3829,102/03/02,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,47.4,26.4,16.4,28.6, - 10,"3,277", + 35
3830,102/03/03,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,55.2,26.4,15.3,30.0, +  5,"1,564", - 52
3831,102/03/05,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,42.0,29.4,17.8,29.6, -  1,"3,313", +112
3832,102/03/06,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,46.8,26.1,18.1,28.6, -  3,"3,264", -  1
3833,102/03/07,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,45.1,25.4,16.6,27.6, -  3,"2,627", - 20
3834,102/03/08,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,58.2,28.4,20.6,32.8, + 19,"2,712", +  3
3835,102/03/09,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,53.1,28.4,18.0,31.2, -  5,"3,230", + 19
3836,102/03/10,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,49.1,27.8,18.5,30.2, -  3,"3,764", + 17
3837,102/03/12,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,53.0,32.4,19.6,33.9, + 12,"5,287", + 40
3838,102/03/13,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,56.3,30.3,17.8,33.0, -  3,"2,243", - 58
3839,102/03/14,109 台北一  ,A2 香蕉 芭蕉紅芭蕉 ,58.9,32.5,20.5,35.4, +  7,"1,556", - 31
