日期,市場,平均價格(NTD/kg),成交量(kg),測站氣壓(hPa),相對溼度(%),氣溫(℃),露點溫度(℃),降水量(mm),60分鐘最大降水量(mm),日照時數(hr),颱風,近臺強度,警報發布報數,5日平均溫度(℃),3日平均降水量(mm),5日平均日照時數(hr)
2013-06-03,400 台中市,17.3,22413,899.1,84,23.7,20.6,0.0,0.0,9.4,0,0,0.0,23.64,0.0,9.26
2013-06-04,400 台中市,19.1,36317,901.4,92,22.0,20.6,14.5,9.5,1.1,0,0,0.0,23.38,4.83,7.92
2013-06-05,400 台中市,20.3,51566,902.4,85,21.8,19.1,7.0,6.5,0.3,0,0,0.0,22.98,7.17,5.88
2013-06-06,400 台中市,16.5,45056,901.5,84,22.9,20.0,0.0,0.0,5.4,0,0,0.0,22.84,7.17,5.34
2013-06-07,400 台中市,17.0,39206,898.9,85,22.6,19.8,0.0,0.0,5.6,0,0,0.0,22.6,2.33,4.36
2013-06-08,400 台中市,15.5,44606,896.1,83,23.2,20.0,0.0,0.0,5.9,0,0,0.0,22.5,0.0,3.66
2013-06-09,400 台中市,16.1,30217,895.3,87,22.6,20.3,30.5,16.0,3.6,0,0,0.0,22.62,10.17,4.16
2013-06-10,400 台中市,16.1,30217,895.7,94,22.3,21.2,5.0,4.0,1.0,0,0,0.0,22.72,11.83,4.3
2013-06-11,400 台中市,14.9,46763,896.4,89,22.6,20.6,9.5,7.0,4.0,0,0,0.0,22.66,15.0,4.02
2013-06-12,400 台中市,15.0,33243,897.4,93,21.8,20.5,4.5,2.5,1.1,0,0,0.0,22.5,6.33,3.12
2013-06-13,400 台中市,15.0,33243,897.0,94,22.0,21.0,4.5,2.0,0.2,0,0,0.0,22.26,6.17,1.98
2013-06-14,400 台中市,15.0,33243,898.0,94,21.8,20.8,18.5,15.0,0.3,0,0,0.0,22.1,9.17,1.32
2013-06-15,400 台中市,14.2,51425,899.9,86,23.1,20.6,8.5,6.0,0.0,0,0,0.0,22.26,10.5,1.12
2013-06-16,400 台中市,13.5,30220,899.6,88,23.0,20.8,2.0,0.5,2.8,0,0,0.0,22.34,9.67,0.88
2013-06-17,400 台中市,13.5,30220,897.2,90,22.5,20.7,1.5,0.5,0.7,0,0,0.0,22.48,4.0,0.8
2013-06-18,400 台中市,13.2,52355,895.0,90,22.5,20.8,4.0,2.0,3.6,0,0,0.0,22.58,2.5,1.48
2013-06-19,400 台中市,11.5,27021,894.0,87,22.6,20.3,0.0,0.0,5.5,0,0,0.0,22.74,1.83,2.52
2013-06-20,400 台中市,11.5,32640,895.8,87,23.1,20.7,0.0,0.0,2.2,0,0,0.0,22.74,1.33,2.96
2013-06-21,400 台中市,11.5,49072,898.2,89,22.8,20.8,1.5,1.0,2.1,0,0,0.0,22.7,0.5,2.82
2013-06-22,400 台中市,11.4,31139,899.2,88,23.5,21.3,0.5,0.5,1.1,0,0,0.0,22.9,0.67,2.9
2013-06-23,400 台中市,11.8,26371,899.8,91,22.9,21.3,17.0,10.0,2.6,0,0,0.0,22.98,6.33,2.7
2013-06-24,400 台中市,11.8,26371,901.0,88,21.9,19.7,4.5,2.0,3.0,0,0,0.0,22.84,7.33,2.2
2013-06-25,400 台中市,11.1,42544,901.2,84,22.6,19.7,3.5,2.5,2.2,0,0,0.0,22.74,8.33,2.2
2013-06-26,400 台中市,10.9,37080,900.3,86,23.7,21.2,0.0,0.0,5.0,0,0,0.0,22.92,2.67,2.78
2013-06-27,400 台中市,10.0,25882,899.6,85,24.1,21.4,0.0,0.0,6.6,0,0,0.0,23.04,1.17,3.88
2013-06-28,400 台中市,8.6,28423,899.2,80,24.2,20.5,0.0,0.0,8.0,0,0,0.0,23.3,0.0,4.96
2013-06-29,400 台中市,9.7,32406,900.7,81,24.0,20.4,0.0,0.0,7.2,0,0,0.0,23.72,0.0,5.8
2013-06-30,400 台中市,10.2,16435,901.2,82,23.7,20.5,0.0,0.0,4.5,0,0,0.0,23.94,0.0,6.26
2013-07-01,400 台中市,10.2,16435,900.7,73,24.7,19.5,18.0,16.5,8.5,0,0,0.0,24.14,6.0,6.96
2013-07-02,400 台中市,9.3,39633,902.1,79,23.3,19.3,14.0,6.0,4.3,0,0,0.0,23.98,10.67,6.5
2013-07-03,400 台中市,9.6,30582,902.0,80,23.4,19.6,0.0,0.0,8.4,0,0,0.0,23.82,10.67,6.58
2013-07-04,400 台中市,10.5,30960,900.2,81,23.6,20.1,0.0,0.0,6.2,0,0,0.0,23.74,4.67,6.38
2013-07-05,400 台中市,10.3,33909,900.4,88,22.2,20.0,115.5,80.5,5.4,0,0,0.0,23.44,38.5,6.56
2013-07-06,400 台中市,10.6,32150,901.6,81,22.1,18.4,3.3,2.0,5.4,0,0,0.0,22.92,39.6,5.94
2013-07-07,400 台中市,10.9,37245,902.9,82,21.6,18.1,16.0,7.2,6.1,0,0,0.0,22.58,44.93,6.3
2013-07-08,400 台中市,10.9,37245,903.1,74,22.0,16.8,9.5,6.0,7.8,0,0,0.0,22.3,9.6,6.18
2013-07-09,400 台中市,10.6,62316,901.2,82,21.3,18.0,36.0,34.0,5.0,1,3,22.0,21.84,20.5,5.94
2013-07-10,400 台中市,10.1,25837,899.8,86,22.3,19.7,10.0,10.0,5.7,1,3,22.0,21.86,18.5,6.0
2013-07-11,400 台中市,11.1,28431,899.3,83,23.4,20.3,0.0,0.0,9.6,1,3,22.0,22.12,15.33,6.84
2013-07-12,400 台中市,11.1,28601,892.5,89,22.2,20.2,8.5,4.5,1.8,1,3,22.0,22.24,6.17,5.98
2013-07-13,400 台中市,11.5,19362,887.8,86,20.9,18.2,325.0,60.5,0.0,1,3,22.0,22.02,111.17,4.42
2013-07-14,400 台中市,10.6,8735,899.6,74,23.2,18.2,13.5,10.5,1.7,0,0,0.0,22.4,115.67,3.76
2013-07-15,400 台中市,10.6,8735,901.7,86,22.2,19.5,18.0,10.5,6.3,1,1,10.0,22.38,118.83,3.88
2013-07-16,400 台中市,10.4,37241,900.7,84,22.7,19.8,0.0,0.0,5.7,1,1,10.0,22.24,10.5,3.1
2013-07-17,400 台中市,12.5,28425,898.7,79,23.0,18.9,0.0,0.0,6.8,1,1,10.0,22.4,6.0,4.1
2013-07-18,400 台中市,11.7,27337,898.3,75,23.0,18.2,0.5,0.5,0.0,1,1,10.0,22.82,0.17,4.1
2013-07-19,400 台中市,11.7,32313,900.3,76,23.0,18.6,0.0,0.0,0.0,1,1,10.0,22.78,0.17,3.76
2013-07-20,400 台中市,13.1,31425,900.8,83,23.5,20.3,3.0,3.0,1.9,0,0,0.0,23.04,1.17,2.88
2013-07-21,400 台中市,16.0,33239,899.8,83,23.7,20.5,0.0,0.0,3.8,0,0,0.0,23.24,1.0,2.5
2013-07-22,400 台中市,16.0,33239,900.6,83,24.0,20.9,0.0,0.0,3.0,0,0,0.0,23.44,1.0,1.74
2013-07-23,400 台中市,15.7,46041,901.6,80,24.1,20.3,0.5,0.5,9.3,0,0,0.0,23.66,0.17,3.6
2013-07-24,400 台中市,19.6,24597,901.0,81,23.7,20.0,13.5,13.5,6.6,0,0,0.0,23.8,4.67,4.92
2013-07-25,400 台中市,19.2,26541,899.7,86,22.5,19.8,3.0,2.5,3.8,0,0,0.0,23.6,5.67,5.3
2013-07-26,400 台中市,17.6,21108,900.4,84,22.0,19.1,4.5,4.0,4.5,0,0,0.0,23.26,7.0,5.44
2013-07-27,400 台中市,17.7,21756,901.1,79,23.0,19.0,0.0,0.0,4.3,0,0,0.0,23.06,2.5,5.7
2013-07-28,400 台中市,20.5,17878,901.5,77,23.1,18.6,1.0,1.0,5.2,0,0,0.0,22.86,1.83,4.88
2013-07-29,400 台中市,20.5,17878,900.5,76,24.1,19.5,0.0,0.0,9.3,0,0,0.0,22.94,0.33,5.42
2013-07-30,400 台中市,17.2,28338,899.2,79,22.9,18.9,30.5,14.0,4.7,0,0,0.0,23.02,10.5,5.6
2013-07-31,400 台中市,20.1,30038,898.3,67,23.1,16.5,2.0,1.5,6.4,0,0,0.0,23.24,10.83,5.98
2013-08-01,400 台中市,21.7,21410,897.3,67,23.2,16.5,0.5,0.5,1.7,0,0,0.0,23.28,11.0,5.46
2013-08-02,400 台中市,20.0,23940,901.1,75,23.6,18.9,0.0,0.0,2.1,0,0,0.0,23.38,0.83,4.84
2013-08-03,400 台中市,22.0,14215,904.5,79,23.5,19.5,0.0,0.0,4.5,0,0,0.0,23.26,0.17,3.88
2013-08-04,400 台中市,21.0,25615,903.2,80,23.9,20.1,9.5,9.5,5.8,0,0,0.0,23.46,3.17,4.1
2013-08-05,400 台中市,21.0,25615,901.4,77,24.2,19.8,0.0,0.0,7.0,0,0,0.0,23.68,3.17,4.22
2013-08-06,400 台中市,21.4,51599,901.9,76,24.2,19.5,5.5,5.5,6.9,0,0,0.0,23.88,5.0,5.26
2013-08-07,400 台中市,24.0,23286,902.8,80,23.7,20.0,0.0,0.0,6.7,0,0,0.0,23.9,1.83,6.18
2013-08-08,400 台中市,23.4,22734,902.1,77,24.0,19.7,0.0,0.0,4.8,0,0,0.0,24.0,1.83,6.24
2013-08-09,400 台中市,23.5,17229,900.7,76,24.5,19.9,0.0,0.0,8.9,0,0,0.0,24.12,0.0,6.86
2013-08-10,400 台中市,23.3,16002,901.1,78,23.6,19.6,0.5,0.5,4.9,0,0,0.0,24.0,0.17,6.44
2013-08-11,400 台中市,24.7,14550,900.8,79,23.8,19.9,0.0,0.0,5.8,0,0,0.0,23.92,0.17,6.22
2013-08-12,400 台中市,24.7,14550,898.7,75,24.9,20.0,0.0,0.0,6.1,0,0,0.0,24.16,0.17,6.1
2013-08-13,400 台中市,23.4,39506,897.7,79,24.1,20.2,0.0,0.0,0.3,0,0,0.0,24.18,0.0,5.2
2013-08-14,400 台中市,24.2,31800,899.1,84,21.8,19.0,80.0,46.5,0.1,0,0,0.0,23.64,26.67,3.44
2013-08-15,400 台中市,24.5,16491,899.0,82,21.5,18.2,9.5,7.8,0.4,0,0,0.0,23.22,29.83,2.54
2013-08-16,400 台中市,22.5,14760,895.8,80,22.6,19.0,0.0,0.0,4.4,0,0,0.0,22.98,29.83,2.26
2013-08-17,400 台中市,23.2,19920,895.2,82,22.1,18.9,8.5,8.0,2.9,0,0,0.0,22.42,6.0,1.62
2013-08-18,400 台中市,25.1,21296,895.2,79,22.9,19.0,0.0,0.0,3.4,1,1,16.0,22.18,2.83,2.24
2013-08-19,400 台中市,25.1,21296,893.9,79,23.6,19.5,0.0,0.0,3.5,1,1,16.0,22.54,2.83,2.92
2013-08-20,400 台中市,23.5,48083,890.6,86,22.0,19.6,1.5,1.0,0.0,1,1,16.0,22.64,0.5,2.84
2013-08-21,400 台中市,23.1,27205,883.8,89,21.9,20.0,214.5,53.0,0.3,1,1,16.0,22.5,72.0,2.02
2013-08-22,400 台中市,23.1,27205,889.5,94,21.5,20.5,115.0,28.0,0.0,1,1,16.0,22.38,110.33,1.44
2013-08-23,400 台中市,23.1,27205,896.7,90,22.4,20.5,16.5,6.0,2.5,0,0,0.0,22.28,115.33,1.26
2013-08-24,400 台中市,23.2,36819,899.4,86,22.6,20.1,6.0,2.0,6.1,0,0,0.0,22.08,45.83,1.78
2013-08-25,400 台中市,21.7,17775,899.9,87,22.2,19.9,4.5,4.5,4.7,1,1,20.0,22.12,9.0,2.72
2013-08-26,400 台中市,21.7,17775,898.5,87,23.1,20.9,0.0,0.0,4.6,1,1,20.0,22.36,3.5,3.58
2013-08-27,400 台中市,22.8,33004,897.6,89,23.6,21.6,0.0,0.0,2.7,1,1,20.0,22.78,1.5,4.12
2013-08-28,400 台中市,24.1,23649,894.6,88,23.7,21.6,0.0,0.0,2.2,1,1,20.0,23.04,0.0,4.06
2013-08-29,400 台中市,23.3,17865,894.8,93,20.2,18.9,256.0,55.5,0.0,1,1,20.0,22.56,85.33,2.84
2013-08-30,400 台中市,22.8,14440,897.2,89,20.4,18.4,42.5,12.5,0.2,0,0,0.0,22.2,99.5,1.94
2013-08-31,400 台中市,23.4,24858,897.3,95,20.0,19.2,52.0,13.0,0.0,0,0,0.0,21.58,116.83,1.02
2013-09-01,400 台中市,26.0,7170,899.4,94,19.0,18.0,32.0,11.0,0.0,0,0,0.0,20.66,42.17,0.48
2013-09-02,400 台中市,26.0,7170,900.9,80,20.6,17.1,0.0,0.0,3.1,0,0,0.0,20.04,28.0,0.66
2013-09-03,400 台中市,24.2,39077,899.8,80,22.1,18.4,0.0,0.0,8.6,0,0,0.0,20.42,10.67,2.38
2013-09-04,400 台中市,27.5,30180,900.4,85,21.2,18.4,0.0,0.0,1.3,0,0,0.0,20.58,0.0,2.6
2013-09-05,400 台中市,28.6,16152,901.7,83,21.9,18.9,0.0,0.0,2.7,0,0,0.0,20.96,0.0,3.14
2013-09-06,400 台中市,30.2,16774,903.4,80,22.8,19.0,0.0,0.0,3.9,0,0,0.0,21.72,0.0,3.92
2013-09-07,400 台中市,31.3,15495,903.5,82,23.2,20.0,0.0,0.0,5.2,0,0,0.0,22.24,0.0,4.34
2013-09-08,400 台中市,31.9,14335,903.4,85,22.8,20.0,0.0,0.0,3.2,0,0,0.0,22.38,0.0,3.26
2013-09-09,400 台中市,31.9,14335,902.8,81,24.0,20.3,0.0,0.0,9.2,0,0,0.0,22.94,0.0,4.84
2013-09-10,400 台中市,32.5,28446,901.6,78,24.1,19.8,0.0,0.0,8.8,0,0,0.0,23.38,0.0,6.06
2013-09-11,400 台中市,31.7,14506,902.0,85,23.2,20.4,0.0,0.0,3.1,0,0,0.0,23.46,0.0,5.9
2013-09-12,400 台中市,32.5,10695,902.3,87,22.2,19.9,12.0,9.0,2.5,0,0,0.0,23.26,4.0,5.36
2013-09-13,400 台中市,34.2,15324,900.6,82,23.0,19.7,5.5,3.5,5.2,0,0,0.0,23.3,5.83,5.76
2013-09-14,400 台中市,34.6,21091,897.8,83,23.2,20.1,0.0,0.0,7.7,0,0,0.0,23.14,5.83,5.46
2013-09-15,400 台中市,34.6,15972,896.8,87,23.0,20.6,1.5,1.0,4.7,0,0,0.0,22.92,2.33,4.64
2013-09-16,400 台中市,33.2,12624,898.2,85,23.3,20.6,0.0,0.0,3.6,0,0,0.0,22.94,0.5,4.74
2013-09-17,400 台中市,35.0,29749,898.8,71,22.7,16.9,0.0,0.0,8.5,1,3,22.0,23.04,0.5,5.94
2013-09-18,400 台中市,35.3,29066,898.9,76,23.3,18.7,6.5,3.7,8.7,1,3,22.0,23.1,2.17,6.64
2013-09-19,400 台中市,34.5,19852,897.5,71,24.5,18.6,0.0,0.0,9.9,1,3,22.0,23.36,2.17,7.08
2013-09-20,400 台中市,34.5,19852,892.9,68,25.0,18.3,0.0,0.0,5.4,1,3,22.0,23.76,2.17,7.22
2013-09-21,400 台中市,34.5,19852,884.5,73,23.3,18.0,7.5,1.5,0.0,1,3,22.0,23.76,2.5,6.5
2013-09-22,400 台中市,34.0,29064,890.7,82,23.0,19.6,9.5,4.0,0.1,0,0,0.0,23.82,5.67,4.82
2013-09-23,400 台中市,34.0,29064,897.4,90,21.8,20.2,36.5,28.5,2.4,0,0,0.0,23.52,17.83,3.56
2013-09-24,400 台中市,34.7,32631,898.5,87,21.9,19.5,0.0,0.0,3.9,0,0,0.0,23.0,15.33,2.36
2013-09-25,400 台中市,35.2,28791,900.0,83,22.2,19.2,0.0,0.0,2.8,0,0,0.0,22.44,12.17,1.84
2013-09-26,400 台中市,34.6,21638,901.4,87,21.3,19.1,0.0,0.0,1.1,0,0,0.0,22.04,0.0,2.06
2013-09-27,400 台中市,32.3,26186,900.8,85,22.4,19.5,0.0,0.0,5.9,0,0,0.0,21.92,0.0,3.22
2013-09-28,400 台中市,31.8,15603,899.2,86,22.2,19.6,0.0,0.0,2.9,0,0,0.0,22.0,0.0,3.32
2013-09-29,400 台中市,31.0,17100,899.2,83,22.4,19.4,0.0,0.0,4.0,0,0,0.0,22.1,0.0,3.34
2013-09-30,400 台中市,31.0,17100,900.5,86,22.7,20.1,0.0,0.0,2.8,0,0,0.0,22.2,0.0,3.34
2013-10-01,400 台中市,31.7,39547,901.6,89,22.5,20.5,4.5,4.0,3.3,0,0,0.0,22.44,1.5,3.78
2013-10-02,400 台中市,32.0,22299,900.7,86,21.7,19.2,0.0,0.0,4.6,1,2,20.0,22.3,1.5,3.52
2013-10-03,400 台中市,33.5,22427,899.9,83,19.9,17.0,0.0,0.0,3.8,1,2,20.0,21.84,1.5,3.7
2013-10-04,400 台中市,33.0,38535,898.9,78,19.9,15.9,0.0,0.0,6.4,1,2,20.0,21.34,0.0,4.18
2013-10-05,400 台中市,34.8,25452,897.0,81,20.4,16.8,0.0,0.0,7.7,1,2,20.0,20.88,0.0,5.16
2013-10-06,400 台中市,34.0,22830,893.9,92,19.4,18.1,1.0,1.0,0.0,1,2,20.0,20.26,0.33,4.5
2013-10-07,400 台中市,34.0,22830,894.7,81,21.8,18.2,1.5,1.5,3.7,0,0,0.0,20.28,0.83,4.32
2013-10-08,400 台中市,32.7,31682,898.5,87,21.4,19.0,0.0,0.0,0.6,0,0,0.0,20.58,0.83,3.68
2013-10-09,400 台中市,33.9,23805,901.5,86,22.0,19.5,0.0,0.0,1.6,0,0,0.0,21.0,0.5,2.72
2013-10-10,400 台中市,33.7,17826,902.0,82,22.7,19.3,0.0,0.0,7.4,0,0,0.0,21.46,0.0,2.66
2013-10-11,400 台中市,33.9,32229,900.2,86,22.1,19.5,0.0,0.0,4.8,0,0,0.0,22.0,0.0,3.62
2013-10-12,400 台中市,33.7,13972,899.3,87,22.4,20.0,0.0,0.0,2.9,0,0,0.0,22.12,0.0,3.46
2013-10-13,400 台中市,34.2,27960,900.5,81,21.9,18.5,0.0,0.0,4.7,0,0,0.0,22.22,0.0,4.28
2013-10-14,400 台中市,34.2,27960,901.2,73,22.4,17.3,0.0,0.0,7.8,0,0,0.0,22.3,0.0,5.52
2013-10-15,400 台中市,33.7,33706,901.5,77,21.1,17.0,0.0,0.0,7.4,0,0,0.0,21.98,0.0,5.52
2013-10-16,400 台中市,35.2,23715,905.0,79,19.7,15.8,0.0,0.0,6.1,0,0,0.0,21.5,0.0,5.78
2013-10-17,400 台中市,37.3,24345,906.2,78,18.5,14.5,0.0,0.0,3.8,0,0,0.0,20.72,0.0,5.96
2013-10-18,400 台中市,36.7,40845,905.6,78,19.2,15.1,0.0,0.0,2.1,0,0,0.0,20.18,0.0,5.44
2013-10-19,400 台中市,36.9,32639,904.8,78,20.6,16.5,0.0,0.0,6.0,0,0,0.0,19.82,0.0,5.08
2013-10-20,400 台中市,38.3,19650,902.8,82,20.0,16.7,0.0,0.0,3.5,0,0,0.0,19.6,0.0,4.3
2013-10-21,400 台中市,38.3,19650,901.8,80,19.8,16.2,0.0,0.0,6.3,0,0,0.0,19.62,0.0,4.34
2013-10-22,400 台中市,38.5,38987,901.6,80,18.9,15.1,0.0,0.0,8.2,0,0,0.0,19.7,0.0,5.22
2013-10-23,400 台中市,39.2,25536,899.8,83,17.6,14.7,0.0,0.0,1.0,0,0,0.0,19.38,0.0,5.0
2013-10-24,400 台中市,38.6,20497,898.5,85,17.3,14.7,0.0,0.0,2.0,0,0,0.0,18.72,0.0,4.2
2013-10-25,400 台中市,39.7,20310,900.4,75,18.5,14.0,0.0,0.0,6.7,0,0,0.0,18.42,0.0,4.84
2013-10-26,400 台中市,38.4,20474,903.9,76,17.5,13.0,0.0,0.0,6.2,0,0,0.0,17.96,0.0,4.82
2013-10-27,400 台中市,38.8,13973,905.2,73,16.9,11.8,0.0,0.0,9.8,0,0,0.0,17.56,0.0,5.14
2013-10-28,400 台中市,38.8,13973,906.1,70,17.5,11.7,0.0,0.0,10.0,0,0,0.0,17.54,0.0,6.94
2013-10-29,400 台中市,38.5,36238,905.9,71,18.3,12.9,0.0,0.0,7.7,0,0,0.0,17.74,0.0,8.08
2013-10-30,400 台中市,39.0,23055,904.7,71,19.2,13.8,0.0,0.0,8.3,0,0,0.0,17.88,0.0,8.4
2013-10-31,400 台中市,38.4,25734,903.5,68,20.6,14.2,0.0,0.0,9.4,0,0,0.0,18.5,0.0,9.04
2013-11-01,400 台中市,41.6,14760,902.4,66,22.8,15.8,0.0,0.0,7.7,0,0,0.0,19.68,0.0,8.62
2013-11-02,400 台中市,43.2,62877,903.3,82,20.4,17.2,2.0,1.0,0.6,0,0,0.0,20.26,0.67,6.74
2013-11-03,400 台中市,41.7,20865,904.0,84,20.8,17.9,2.0,1.5,1.1,0,0,0.0,20.76,1.33,5.42
2013-11-04,400 台中市,41.7,20865,905.4,88,20.8,18.8,0.0,0.0,0.4,0,0,0.0,21.08,1.33,3.84
2013-11-05,400 台中市,39.9,35598,906.1,86,20.3,17.9,0.0,0.0,2.4,0,0,0.0,21.02,0.67,2.44
2013-11-06,400 台中市,40.0,25763,906.4,87,20.2,18.0,0.0,0.0,1.0,0,0,0.0,20.5,0.0,1.1
2013-11-07,400 台中市,41.6,20142,905.4,83,20.5,17.4,0.0,0.0,7.3,0,0,0.0,20.52,0.0,2.44
2013-11-08,400 台中市,40.3,13260,905.5,79,21.0,16.9,0.0,0.0,9.6,0,0,0.0,20.56,0.0,4.14
2013-11-09,400 台中市,39.9,23769,905.2,72,22.0,16.6,0.0,0.0,5.5,0,0,0.0,20.8,0.0,5.16
2013-11-10,400 台中市,42.3,19355,905.8,68,23.0,16.6,0.0,0.0,2.1,0,0,0.0,21.34,0.0,5.1
2013-11-11,400 台中市,42.3,19355,904.0,87,20.4,18.1,0.0,0.0,0.2,0,0,0.0,21.38,0.0,4.94
2013-11-12,400 台中市,39.7,28497,902.4,83,20.0,17.0,0.0,0.0,1.0,0,0,0.0,21.28,0.0,3.68
2013-11-13,400 台中市,39.7,19914,902.4,83,19.6,16.5,1.0,0.5,3.4,0,0,0.0,21.0,0.33,2.44
2013-11-14,400 台中市,37.9,24270,904.0,76,20.0,15.3,0.0,0.0,5.5,0,0,0.0,20.6,0.33,2.44
2013-11-15,400 台中市,40.8,27817,904.9,75,20.4,15.8,0.0,0.0,9.2,0,0,0.0,20.08,0.33,3.86
2013-11-16,400 台中市,40.5,43986,904.7,79,19.3,15.5,0.0,0.0,6.0,0,0,0.0,19.86,0.0,5.02
2013-11-17,400 台中市,40.9,28482,904.3,71,17.9,12.6,0.0,0.0,10.3,0,0,0.0,19.44,0.0,6.88
2013-11-18,400 台中市,40.9,28482,905.7,68,15.6,9.7,0.0,0.0,9.2,0,0,0.0,18.64,0.0,8.04
2013-11-19,400 台中市,40.2,27942,906.7,70,14.5,9.1,0.0,0.0,6.3,0,0,0.0,17.54,0.0,8.2
2013-11-20,400 台中市,38.6,24366,906.2,73,14.8,9.8,0.0,0.0,0.5,0,0,0.0,16.42,0.0,6.46
2013-11-21,400 台中市,40.4,28479,905.9,62,17.1,9.8,0.0,0.0,0.7,0,0,0.0,15.98,0.0,5.4
2013-11-22,400 台中市,36.2,12483,906.3,70,16.4,10.9,3.5,1.5,0.0,0,0,0.0,15.68,1.17,3.34
2013-11-23,400 台中市,35.4,21909,905.3,57,19.3,10.5,0.0,0.0,10.2,0,0,0.0,16.42,1.17,3.54
2013-11-24,400 台中市,35.1,18845,902.5,64,19.1,11.7,1.0,0.5,5.4,0,0,0.0,17.34,1.5,3.36
2013-11-25,400 台中市,35.1,18845,901.1,92,16.3,15.1,8.0,5.5,0.5,0,0,0.0,17.64,3.0,3.36
2013-11-26,400 台中市,37.2,27575,903.4,88,15.8,13.7,0.0,0.0,2.2,0,0,0.0,17.38,3.0,3.66
2013-11-27,400 台中市,36.2,19860,904.7,82,15.7,12.6,0.0,0.0,5.3,0,0,0.0,17.24,2.67,4.72
2013-11-28,400 台中市,36.8,18880,906.0,95,12.2,11.4,2.0,1.0,0.0,0,0,0.0,15.82,0.67,2.68
2013-11-29,400 台中市,36.3,15045,906.5,76,10.7,6.4,0.0,0.0,9.9,0,0,0.0,14.14,0.67,3.58
2013-11-30,400 台中市,36.7,23776,906.0,67,12.2,6.1,0.0,0.0,9.9,0,0,0.0,13.32,0.67,5.46
2013-12-01,400 台中市,38.5,27625,906.4,60,13.8,5.8,0.0,0.0,10.0,0,0,0.0,12.92,0.0,7.02
2013-12-02,400 台中市,38.5,27625,905.5,46,15.3,3.4,0.0,0.0,10.1,0,0,0.0,12.84,0.0,7.98
2013-12-03,400 台中市,40.0,47144,904.9,49,14.2,3.4,0.0,0.0,10.1,0,0,0.0,13.24,0.0,10.0
2013-12-04,400 台中市,40.5,18543,903.8,52,13.6,3.6,0.0,0.0,10.0,0,0,0.0,13.82,0.0,10.02
2013-12-05,400 台中市,39.8,21342,903.1,49,13.7,2.9,0.0,0.0,9.9,0,0,0.0,14.12,0.0,10.02
2013-12-06,400 台中市,39.1,10800,902.6,49,15.9,5.2,0.0,0.0,9.7,0,0,0.0,14.54,0.0,9.96
2013-12-07,400 台中市,41.0,24171,903.4,56,17.9,8.9,0.0,0.0,6.7,0,0,0.0,15.06,0.0,9.28
2013-12-08,400 台中市,39.6,10545,902.9,63,18.5,11.2,0.0,0.0,6.6,0,0,0.0,15.92,0.0,8.58
2013-12-09,400 台中市,39.6,10545,901.4,76,17.5,13.3,0.0,0.0,4.9,0,0,0.0,16.7,0.0,7.56
2013-12-10,400 台中市,41.2,28260,900.7,78,16.4,12.6,0.0,0.0,0.1,0,0,0.0,17.24,0.0,5.6
2013-12-11,400 台中市,40.3,26439,902.9,89,13.4,11.7,4.0,3.2,0.0,0,0,0.0,16.74,1.33,3.66
2013-12-12,400 台中市,40.9,17475,903.6,87,15.1,12.9,0.0,0.0,0.0,0,0,0.0,16.18,1.33,2.32
2013-12-13,400 台中市,40.8,13680,905.3,80,16.8,13.2,0.5,0.5,0.2,0,0,0.0,15.84,1.5,1.04
2013-12-14,400 台中市,40.5,26854,905.6,74,18.4,13.6,1.5,0.5,4.5,0,0,0.0,16.02,0.67,0.96
2013-12-15,400 台中市,42.3,23610,904.4,84,17.7,14.9,2.5,1.0,0.2,0,0,0.0,16.28,1.5,0.98
2013-12-16,400 台中市,42.3,23610,901.1,80,18.7,15.1,3.5,3.5,5.9,0,0,0.0,17.34,2.5,2.16
2013-12-17,400 台中市,41.2,50019,898.7,94,14.6,13.6,31.5,8.0,0.0,0,0,0.0,17.24,12.5,2.16
2013-12-18,400 台中市,43.8,19545,901.0,95,10.6,9.9,12.0,3.0,0.0,0,0,0.0,16.0,15.67,2.12
2013-12-19,400 台中市,41.6,18471,903.9,95,9.9,9.2,3.5,0.5,0.0,0,0,0.0,14.3,15.67,1.22
2013-12-20,400 台中市,40.8,15870,905.9,90,11.1,9.5,5.0,1.0,0.5,0,0,0.0,12.98,6.83,1.28
2013-12-21,400 台中市,36.2,17374,907.1,88,11.8,9.8,3.0,1.5,0.4,0,0,0.0,11.6,3.83,0.18
2013-12-22,400 台中市,38.1,22058,906.7,72,13.7,8.8,0.0,0.0,3.6,0,0,0.0,11.42,2.67,0.9
2013-12-23,400 台中市,38.1,22058,906.0,69,14.6,8.9,0.0,0.0,6.6,0,0,0.0,12.22,1.0,2.22
2013-12-24,400 台中市,38.9,23343,905.7,74,15.2,10.5,0.0,0.0,3.3,0,0,0.0,13.28,0.0,2.88
2013-12-25,400 台中市,37.0,15219,904.4,87,14.4,12.3,5.0,1.5,2.2,0,0,0.0,13.94,1.67,3.22
2013-12-26,400 台中市,38.2,11340,902.1,93,11.7,10.5,4.5,1.5,0.1,0,0,0.0,13.92,3.17,3.16
2013-12-27,400 台中市,39.8,14745,903.8,97,7.9,7.5,1.5,1.0,1.0,0,0,0.0,12.76,3.67,2.64
2013-12-28,400 台中市,38.6,14300,904.2,86,9.3,7.1,0.0,0.0,5.1,0,0,0.0,11.7,2.0,2.34
